num, id
1, aff85b9a42f5cd905f44189d41ec4414ef08015b381312e99a9dd44f6cfae558i0
2, 6415daa005a5617178b8c7252a51bf8284d827d9354260df1a9f5bf28c10dd2ci0
3, 2ef4d44d3fafea9e0a964931d6326cee0aeeda27f255f6b002203ed7178f4f04i0
4, 505b0fe7ed7a7f281f2d5de8975d20b7edef72f2a7ce46a857dbd18faaf16499i0
5, 7ee4f3a8ff02e7b954abebf544035a0eb9bdddca2428802e6a3b24e223e0c846i0
6, 1c68b9b434b6f6b2fcf12c891605598b8e28bb8e73cbe6eb2d8d8c4d5fa4d81ai0
7, 2c2cbbed773e4362f0def529e63d4d9b86e1fd760bae31782e97baedfec2aa05i0
8, fbfa1f9dd3c2db78d1774ca31bf7c266d989a5b26045964f220e2d9b682fd81bi0
9, f907d525103f0389ec4fc69d51e2a1f47b8680c976b13a99cf34ddaeb18cd5a2i0
10, dac9b9b44dee65ef8ca19b4a1d172b5e79acb1933d3efad2d0f84093e537dcc0i0
11, 68ef18a515f0a212adbd30dc20b54d38157fbdcf59056a60ab7e89d5a3b280a7i0
12, 968e3048b2ae8e18d407dc4692c5b64212ab978ba37cc6ac4207a0cde41a2044i0
13, 91ddc10da19a0a8863b8d72b91b62ed2a5118303f7167eb9027a6820fafa0f30i0
14, 30742e1fc2c6286c39fe2e2ee6cb7c2be643747f3a735e218bbe50d81f8eabbdi0
15, b7a7f0ed3307022767cb0375bf9379b80a7e610d60c50b74971654efd22d1b53i0
16, e6784fc01e6cb62f595828b9d253f302e914f4827a044dc116a7d0352caa8d17i0
17, d78ca9dee89fd6b77795366d57cec709e7b5224ded204d811b2070c5886a1f51i0
18, 207430bba51fe80cbaafc834d9a238d0a22fe297be6205e36d0cfdabf83baec6i0
19, 2f40a65f6556cf478384be7996ef3a8d2183120a7d056ff582175096ae9b6bb4i0
20, 910828ac6c5e82f0d41d28fd69d9cc14a30960a860af97b4d04ff941c0d6a084i0
21, a6ace0d4eabc7cb7efb4330ee8123d14956d772c5b187825bbb47dda9836412ci0
22, 3677bbd628e137ceda8290030a583135f01c601687d068620dcd31a1f64c4ecdi0
23, 623b80c18310b36386784e4961576b10c52f51cd076c40c25168de8b07aef3a4i0
24, bda16d190538262f39e61a51925de01678810f39040e3c98f563cc6432e3acedi0
25, f62180c5e607a522c20ffecd5da19ec0b5a34e3a96f85370fbf09be7f37b2b80i0
26, 4ec223c4e9934179bb25918d59f407a4fb315dddc663419673bc44564f37ddffi0
27, ba7438ab49fb66640e91e5ff922cd19f4faecf90a3e228db4cf8b244f0158c6ei0
28, 4df58601e119bedabb59f0ef72c5c6f779169fbe1676e8bd60aa2cc798be02f3i0
29, 8f30a90315bd1f361c3243db68e36b9fff7f398301ad746d1c6bb5f9bc1de4e5i0
30, 45afdcf39d5bfd1685050b176e0c125527d0728f1a96a49066cbe9b280f1f9d0i0
31, 1f9e03bac682caedf1ef820416b3acff30c1851416463458c577a56f4bedfd75i0
32, 494d60e85a4a72802497985a9f3fa9375cb7de2664770ee42e43183ef5f231dai0
